Income,samptype,borough,a01,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,b01,b02,b03,b04,b05_1,b05a_1,b05b_1,b05c_1,b05_2,b05a_2,b05b_2,b05c_2,b05_3,b05a_3,b05b_3,b05c_3,b05_4,c01_1,c01a_1,c01b_1,fcs2a,fcs3,fcs4,d01,d01_a,d01_b,d01_c,d01_d,d02,d03,d03_a,d03_b,d03_c,d03_d,d04,e01,e02,f01_1,f02,f02_1,f02_2,f05,f06,f07,f08,f10,f12,f13,f14,m01,m02,m03,m03_a,m04,m05,m06,m07,m08,m16,m17,m18,m19,m21,m23,m23_c,m23_d,m23_e,m23_f,m23_g,m24,m29,m29_a,m30,m30_a,n01,n02,n02_a,n03,n04,n04_a,n05,n06,n07,n08,n09,n09_a,n09_b,n09_c,n09_d,n09_e,n09_f,n09_g,n29,n30,n31,n32,n33,n42,n43,n51,n52,n53,n54,n55,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o14,o18_a,o18_b,o21,o21_a,o27,o28,p01,p08,p10,p19,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,wa1,wa2,wa3,wa4,wa5,r01,r02,r03,r04,r05,r07,r08,r09,r23,houpeo,hhadul,houchild,fampeo,famadul,famchild,w3cphhwt,w3cpppwt,partner,phones,intmo,educ_sp,educ,sex,sexedu,mleshi,mhisch,msmcol,mcolleg,fleshi,fhisch,fsmcol,fcolleg,race,white,black,hisp,orace,r_age,agepart,avage,age,ag18_24,ag25_34,ag35_44,ag45_64,ag65m,marrcoh,single,indnok,indwk,ftype,w3cninwt,w3cnfmwt,w3cnhhwt,hlth,hlth4,adgdhlth,adfrhlth,adprhlth,nodisab,educ_r,hs,lshs,hsged,smcol,college,assets,liquid,liquid10,liquid25,ownhome,mkthome,owehome,nethome,owncar,mktcar,owecar,netcar,brw000,brw00,emp,ftw_r,ftw_s,ftwork,fpovline,pov150,poor,pov4,affl,inc150,mead_inc,obs,abovemed,nhunger,utibill,rathou,houqual,rooms,averm,onerm,nbgood,nbsafe,crime,hi_r,hi_s,hi_k,hlthins,ratnyc,police,ratsch,kids,rage_c,age18_24,age45_59,age60m,immig2,efrouse,infants,preschs,schage,ch3_6,ch5_12,und12_n,cc_use,lowman,brookgz,statigz,proxi,psex,women,men,rwork,spwork,womwork,menwork,anywork,totwom,totmen,twomwk,tmenwk,emprate,empratem,empratew,singnok,singwk,marnok,marwk,qkey,cr05,unemp,xunemp,xunemp2,socsec,xsocsec,xsocsec2,pension,xpension,xpensio2,interest,xinter,xinter2,rental,xrental,xrental2,alimony,xalimon,xalim2,giftmon,xgiftmon,xgiftmo2,ssi,xssi,xssi2,foodstam,xfoodst,xfdstmp2,welfare,xwelf,xwelf2,sumch6,anych6,blackx,hispanic,immig,immigran,rdisab,cdisab,r_hs,r_post,r_hied,r_sex,r_agex,r_agesq,work_r,work_s,primary,prhseduc,prposths,prhied,sexpart,pr_sex,agepartx,tempagepx,tempagpmx,pr_age,pr_agesq,auxpoor,auxrich,auxold,sexprhs,sexprpos,sexprhie,sexprchi,sexprch6,workmos,workhrs,secondar,i_inter,r_inter,i_gift,r_gift,i_foodst,r_foodst,i_socsec,r_socsec,i_welf,r_welf,i_rental,r_rental,i_pens,r_pens,i_unemp,r_unemp,i_alimon,r_alimon,i_ssi,r_ssi,charity
55970,1,2,59,2,1,2,3,1,2,8,1,2,2,8,1,1,59,2,1,1,1,70,2,,,,,,,,,,,,,,,7,,,,1,2,7,,,,5,2,3,2,1,1,5,,2,1,9,1,2,9,1,2,1,2,27,,5,2,2,2,2,,,,2,2,9,,,,,,1,2,,2,,1,1,,2,2,2,12,30,,,9,,,,,,,,2,,2,,9,1,20000,9,,9,2,,2,1,1,1,2,2,2,2,,2,2,2,9,,,,2,8,2,2,2,2,2,1,9,1,2,2,2,2,3,2,2,2,1,2,1,2,1,4,43,1,1,1,,1,2,2,0,2,2,0,1.964072585,2697.798096,1,1,0,3,3,2,7,0,0,0,0,0,0,1,0,1,1,0,0,0,59,70,64.5,4,0,0,0,1,0,1,0,1,0,3,5895.594238,2947.797119,2947.797119,1,2,1,0,0,1,3,1,0,0,1,0,,,,,0,0,0,0,1,20000,,,,,1,0,0,0,11610,17415,0,46440,1,1,42400,132,1,,,1,,5,2.5,1,1,1,1,1,1,,1,1,1,,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,11578,1,0,0,0,,995.5078735,31.55167007,,1241.300293,35.23209,,2537.256348,50.3711853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,59,3481,1,0,1,1,1,0,2,0,70,70,41.48656082,59,3481,0,1,1,0,0,0,0,0,12,30,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29024,1,4,47,3,9,3,3,3,3,4,3,2,2,2,1,1,65,1,1,1,2,56,2,,,,,,,,,,,,,,,8,,,,,1,4,,,,,2,3,2,5,2,,,,,,1,2,9,2,1,1,2,27,,5,1,2,2,2,,,,2,2,9,,,,,,1,2,,2,,9,1,,2,2,2,11,35,,,9,,,,,,,,1,1,2,,9,1,33000,2,,2,9,,9,2,9,9,2,2,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,1,5,1,2,2,2,2,1,2,1,1,,3,2,1,4,3,36,3,,,1952,1,2,2,0,2,2,0,0.883403957,1213.420288,1,1,0,2,3,1,3,0,0,1,0,0,0,0,0,3,0,0,1,0,65,56,60.5,4,0,0,0,1,0,1,0,1,0,3,3489.012207,1744.506104,1744.506104,1,2,1,0,0,1,3,1,0,0,1,0,,,,,0,0,0,0,1,33000,,,0,0,,0,0,0,11610,17415,0,46440,0,1,42400,212,0,1,1,1,1,5,2.5,1,0,0,1,1,0,,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,0,,,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,11580,3,,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0,1,65,4225,1,0,1,1,1,0,1,1,56,56,41.48656082,65,4225,0,0,0,1,1,0,0,0,11,35,,,1,0,0,0,0,0,0,0,0,0,0,,1,,1,0,0,0,0,0
51267,1,1,5,2,3,1,2,2,2,3,2,2,2,8,1,1,32,2,1,1,1,31,2,,,,,,,,,0,1,1,,0,1,11,,,,,2,10,,,,,2,3,2,1,1,1,,2,2,,1,2,200,2,2,3,,5,,5,1,2,2,2,,,,2,2,9,,,,,,2,2,,2,,2,2,2,1,1,,,,12,50,,,,,,,,,1,1,1,1,9,1,5000,1,8,,1,9,2,2,2,2,2,2,1,2,,2,2,2,,,400,600,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,69,1,1,1,,1,3,2,1,3,2,1,0.932138622,1280.36084,1,1,0,4,4,2,8,0,0,0,0,0,0,0,1,1,1,0,0,0,32,31,31.5,2,0,1,0,0,0,1,0,0,1,4,1984.157349,992.0786743,992.0786743,1,2,1,0,0,1,4,1,0,0,0,1,,,,,0,0,0,0,1,5000,0,5000,1,1,1,0,1,1,14630,21945,0,58520,0,1,46438.25781,220,1,,,1,,5,1.666666627,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,11590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,24.49489784,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,1,1,1,0,32,1024,0,1,0,1,1,1,2,1,31,31,41.48656082,31,961,0,0,0,1,1,1,1,1,12,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,1,2,40,3,1,3,3,2,3,2,3,2,2,1,1,1,62,2,1,1,1,63,2,,,,,,,,,,,,,,,1,2,,,,2,1,2,,,,2,5,1,6,1,1,,2,2,,2,,,2,2,1,2,23,,6,3,2,2,2,,,,2,2,3,750,,12,9000,1,8,1,3,2,,2,2,2,1,2,2,,,,,,,,,,,,,,,,,8,2,,2,,1,1,900,2,2,2,2,2,2,2,2,,1,2,2,,,,,2,2,2,1,2,1,2,2,5,,2,2,2,2,1,2,1,1,1,2,1,1,4,6,39,3,,,1960,2,2,2,0,2,2,0,1.861613274,2557.062744,1,1,2,1,1,2,5,0,0,0,0,1,0,0,0,3,0,0,1,0,62,63,62.5,4,0,0,0,1,0,1,0,1,0,3,9748.364258,4874.182129,4874.182129,0,4,0,0,1,0,1,0,1,0,0,0,40000,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11610,17415,1,46440,0,0,42400,336,0,1,0,0,1,6,3,1,0,0,1,1,1,,1,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,11605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,214.3808289,14.64174938,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,62,3844,0,0,1,0,0,0,2,0,63,63,41.48656082,62,3844,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75500,1,2,55,1,1,2,1,2,2,1,1,2,2,2,3,5,58,1,2,,,,,,,,,,,,,,,,,,,9,,,,,2,,,,,,,2,2,1,,,,,1,600,1,2,80,2,1,1,2,30,,6,2,2,2,2,,,,2,2,3,700,,12,8400,1,1,2,,2,,1,1,,,,,12,60,,,4,,,,75000,,75000,1,1,1,1,2,50000,2,,1,1,,2,,2,2,2,1,2,2,2,2,,2,2,2,500,2,,,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,1,2,2,2,2,2,2,1,4,43,1,1,1,,1,1,1,0,1,1,0,1.856402516,2549.905273,0,1,0,,4,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,58,,58,4,0,0,0,1,0,0,1,1,0,1,5832.177734,5832.177734,5832.177734,1,1,0,0,0,1,4,1,0,0,0,1,50000,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,,1,8590,12885,0,34360,1,1,21000.00195,436,1,,,1,,6,6,1,1,1,1,1,,,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,11606,1,0,0,0,0,0,0,0,0,0,500,500,22.36067963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,58,3364,1,,1,1,1,1,0,1,0,,41.48656082,58,3364,0,1,0,1,1,1,0,0,12,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45441,1,2,55,2,3,2,1,3,1,3,2,2,2,2,5,5,55,1,2,,,,,,,,,,,,,,,,,,,7,,,,5,1,,,,,,,2,2,1,,,,2,2,,1,2,50,2,2,3,,35,,7,2,2,2,1,98,,,,,,,,,,,,2,,2,,1,1,,,,,12,55,,,9,,,,,,,,2,,2,,9,2,,2,,2,9,,2,9,9,9,9,9,9,9,9,9,9,9,,,,,9,9,2,2,2,,2,1,3,1,2,2,2,2,3,1,2,2,2,2,2,2,1,2,42,1,97,1,,1,1,1,0,1,1,0,1.79312098,2462.983398,0,1,0,,3,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,55,,55,4,0,0,0,1,0,0,1,1,0,1,5723.391602,5723.391602,5723.391602,1,1,0,0,0,1,3,1,0,0,1,0,,,,,1,,0,,0,0,0,0,0,0,1,1,,1,8590,12885,0,34360,1,1,21000.00195,389,1,,,1,,7,7,1,1,1,1,1,,,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,11607,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,1,0,1,55,3025,1,,1,1,1,0,0,1,0,,41.48656082,55,3025,0,0,0,1,1,0,0,0,12,55,,,1,,1,,1,,1,,1,,1,,1,0,0,,1,,1,
38357,1,2,15,2,8,1,1,8,3,8,1,2,2,3,5,5,38,1,2,,,,,,,,,,,,,,,,,,,9,,,,,2,,,,,,,3,2,1,,,,2,1,9,2,,,8,1,3,,5,,2,3,2,2,2,,,,2,2,3,800,,12,9600,1,2,2,,2,,2,1,,,,,5,40,,,2,,100,,,5,1000,9,1,1,8,,9,2,,1,8,,2,,1,2,2,1,2,2,2,2,,2,2,2,8,,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,1,2,1,7,63,1,1,1,,1,1,1,0,1,1,0,1.856402516,2549.905273,0,1,0,,4,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,38,,38,3,0,0,1,0,0,0,1,1,0,1,5035.381348,5035.381348,5035.381348,1,2,1,0,0,1,4,1,0,0,0,1,,,,,0,0,0,0,0,0,0,0,1,1,0,0,,0,8590,12885,0,34360,1,1,21000.00195,452,1,,,0,,2,2,1,1,1,1,1,,,1,1,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,11609,1,8000,8000,89.44271851,0,0,0,0,0,0,,2537.256348,50.3711853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,38,1444,1,,1,1,1,1,0,1,0,,41.48656082,38,1444,0,1,0,1,1,1,0,0,5,40,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,1,4,36,2,1,2,3,4,2,2,2,1,2,3,5,5,41,2,1,5,2,22,2,,,,,,,,,,,,,,,8,,,,,2,,,,,,,4,1,5,,,,2,,,1,2,200,2,2,1,2,8,,4,2,2,1,2,,,,2,2,4,,7000,,7000,1,1,2,,2,,2,2,2,,,,,,,,,,,,,,,,,,,,0,2,,2,,2,1,20000,2,1,2,2,2,2,2,2,,2,1,2,,,,,2,2,1,1,1,1,2,1,3,1,2,2,2,2,1,2,2,1,1,1,1,1,4,2,61,3,,,1965,1,2,2,0,1,1,0,1.564768553,2149.324707,0,1,0,,3,2,7,0,0,0,0,0,0,1,0,3,0,0,1,0,41,,41,3,0,0,1,0,0,0,1,1,0,1,3245.910645,3245.910645,1622.955322,0,3,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8590,12885,1,34360,0,0,21000.00195,56,0,1,0,1,0,4,2,1,1,1,0,1,,,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,11614,3,0,0,0,8000,8000,89.44271851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744,1744,41.76122665,0,0,0,0,0,,1,0,0,0,0,1,1,0,0,41,1681,0,,1,1,1,0,0,0,0,,41.48656082,41,1681,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45528,1,4,40,1,3,1,1,1,1,8,8,2,2,8,1,1,99,2,1,1,1,99,2,,,,,,,,,,,,,,,4,,,,,2,9,,,,,2,3,2,1,1,1,,2,1,15,1,2,8,8,8,3,,30,,5,1,2,2,1,98,,,,,,,,,,,,2,,2,,1,1,,1,1,,12,35,12,65,9,,,,,,,,1,1,8,,9,1,9,8,,8,8,,2,2,2,8,2,2,2,8,,2,2,2,,,,,2,9,2,2,2,2,2,1,8,8,2,2,2,2,8,1,2,8,8,8,2,2,1,3,42,97,,,1950,1,2,2,0,2,2,0,2.033387184,2793.006836,1,1,0,4,3,2,7,0,0,0,0,0,0,1,0,1,1,0,0,0,41.32423019,41.53856659,41.43139648,3,0,0,1,0,0,1,0,1,0,3,5090.133789,2545.066895,2545.066895,1,2,1,0,0,1,2,1,0,1,0,0,,,,,1,,0,,1,,,,0,0,1,1,1,1,11610,17415,0,46440,0,1,42400,104,1,,,1,,5,2.5,1,1,,1,1,1,,1,1,1,,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,11616,38,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,0,0,41.28620148,1707.692017,1,1,1,1,0,0,2,0,41.48656082,,41.48656082,42.23152161,1783.501465,0,0,0,0,0,0,0,0,12,35,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33000,1,4,50,3,2,3,2,3,3,3,8,2,2,8,3,5,50,2,1,11,1,48,1,8,1,70,1,9,1,18,2,,,,,,,8,,,,,2,,,,,,,3,2,1,,,,2,2,,2,,,,,3,,50,,7,8,2,2,2,,,,2,2,4,,4000,,4000,1,2,2,,1,2,1,1,,,,,12,37,,,4,,,,33000,,33000,1,2,,2,,0,2,,1,8,,1,16000,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,1,5,1,2,2,2,2,4,1,2,2,1,2,8,2,9,7,99,1,1,1,,1,4,4,0,1,1,0,2.031635046,2790.600098,0,2,0,,3,2,7,0,0,0,0,0,0,1,0,,,,,,50,,50,4,0,0,0,1,0,0,1,1,0,1,3988.591309,3988.591309,997.1478271,1,2,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,8590,12885,0,34360,0,1,21000.00195,363,1,,,,,7,1.75,1,0,,1,1,,,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,11617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,2500,1,,1,1,1,0,0,0,0,,41.48656082,50,2500,0,0,0,0,0,0,0,0,12,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,1,4,42,1,2,3,3,3,3,3,4,2,2,8,3,5,77,2,2,,,,,,,,,,,,,,,,,,,1,2,,,,2,,,,,,,5,2,4,,,,2,,,1,1,8,2,2,1,2,24,,3,3,1,2,2,,,,1,2,3,500,,12,6000,1,1,2,,2,,2,2,2,,,,,,,,,,,,,,,,,,,,8,2,,2,,1,2,,2,1,2,2,2,2,1,2,,1,1,2,,,500,300,2,2,1,1,1,1,2,1,5,1,2,2,2,2,1,2,2,2,3,2,1,1,1,2,24,4,,,1960,2,1,1,0,1,1,0,1.943050027,2668.922119,0,1,0,,1,2,5,0,0,0,0,1,0,0,0,3,0,0,1,0,77,,77,5,0,0,0,0,1,0,1,1,0,1,7244.230469,7244.230469,7244.230469,0,4,0,0,1,1,1,0,1,0,0,0,1250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,8590,12885,0,34360,0,1,21000.00195,13,0,0,0,0,0,3,3,1,0,0,1,1,,,1,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,11618,4,0,0,0,9600,9600,97.97959137,0,0,0,0,0,0,0,0,0,0,0,0,300,300,17.32050896,7200,7200,84.85281372,1200,1200,34.64101791,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,77,5929,0,,1,0,0,0,0,0,0,,41.48656082,77,5929,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24244,1,2,28,3,2,4,2,3,2,4,3,2,2,1,1,1,28,2,1,1,1,58,2,,,,,,,,,9,1,1,2,5,1,7,,,,5,2,4,,,,,2,3,2,,2,,,,,,1,2,300,2,1,1,2,3,,4,1,2,2,2,,,,1,1,3,275,,1,275,1,1,2,,2,,2,1,,1,1,,6,72,12,42,4,,,,3000,,3000,1,1,1,1,1,375,1,2000,1,1,,1,11000,2,2,2,2,2,1,2,1,,2,1,2,,,,,1,1,2,1,2,1,2,1,2,2,2,1,2,2,4,2,1,2,1,2,2,2,2,3,73,1,1,1,,1,5,2,3,5,2,3,0.656370342,901.572876,1,1,0,2,3,2,7,0,0,0,0,0,0,1,0,2,0,1,0,0,28,58,43,3,0,0,1,0,0,1,0,0,1,4,1428.140381,714.0701904,714.0701904,1,2,1,0,0,1,3,1,0,0,1,0,375,1,0,0,0,0,0,0,1,2000,0,2000,1,1,1,0,1,1,20670,31005,1,82680,0,0,36847.08984,48,0,1,0,1,1,4,0.800000012,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2,1,3,3,1,0,0,0,0,1,1,1,0,1,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,11629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944,5944,77.09734344,0,0,0,0,0,0,4080,4080,63.87487793,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,28,784,1,1,0,1,0,0,2,1,58,58,41.48656082,58,3364,0,0,0,1,0,0,3,1,12,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
125000,1,4,25,3,1,1,2,1,1,1,1,2,2,3,5,1,29,1,1,2,2,27,2,,,,,,,,,,,,,,,9,,,,,1,9,,,,,1,4,2,1,1,1,,1,1,120,1,2,1000,2,2,3,,0,2,2,1,2,2,5,,,,,,,,,,,,,1,4,1,2,2,1,,1,1,,12,40,12,40,4,,,,30000,,30000,1,1,1,2,,8,1,22000,1,2,,1,70000,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,1,1,4,5,72,1,6,3,,1,2,2,0,2,2,0,1.591661215,2186.263672,1,2,5,4,4,1,4,0,0,0,1,0,0,0,0,3,0,0,1,0,29,27,28,2,0,1,0,0,0,1,0,1,0,3,2737.893799,1368.946899,1368.946899,0,3,0,1,0,1,4,1,0,0,0,1,,,,,0,0,0,0,1,22000,15000,7000,1,1,1,1,1,1,11610,17415,0,46440,1,1,42400,294,1,,,1,,2,1,1,1,1,1,1,1,,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,11630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,1,1,29,841,1,1,0,1,1,1,1,0,27,27,41.48656082,27,729,0,0,0,0,0,0,0,0,12,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26291,1,4,11,2,2,2,2,3,2,2,3,2,2,8,5,2,34,2,1,1,1,48,2,,,,,,,,,15,1,1,2,11,1,1,2,,,,2,98,,,,,2,4,2,,2,,,,,,2,,,1,2,3,,0,5,4,2,2,2,2,,,,2,2,3,925,,5,4625,1,8,2,,2,,2,2,2,1,1,,,,12,50,,,,,,,,,1,1,1,1,0,1,300,1,1,,2,,2,2,2,2,2,2,1,2,,2,1,2,,,100,50,2,8,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,2,2,2,1,4,1,99,4,,,1985,2,5,2,3,5,2,3,0.71116209,976.833374,1,1,0,,1,2,5,0,0,0,0,1,0,0,0,3,0,0,1,0,34,48,41,3,0,0,1,0,0,1,0,0,1,4,2846.130859,1423.06543,1423.06543,0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,300,0,300,1,1,1,0,1,1,20670,31005,1,82680,0,0,36847.08984,72,0,1,1,1,1,4,0.800000012,0,1,0,1,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,2,0,2,2,1,0,0,0,0,1,1,1,0,1,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,11632,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,7.07106781,0,0,0,1235,1235,35.14256668,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,34,1156,0,1,0,1,1,0,2,1,48,48,41.48656082,48,2304,0,0,0,1,1,0,3,0,12,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,1,2,24,2,3,4,1,3,3,2,4,2,2,2,5,5,24,2,1,4,2,88,2,,,,,,,,,7,1,1,,7,1,4,,,,,2,,,,,,,1,2,,,,,,,,1,2,250,2,2,1,1,24,,4,3,2,2,2,,,,2,2,3,169,,12,2028,1,2,2,,2,,1,1,,,,,9,8,,,4,,,,6000,,6000,1,2,,2,,0,2,,1,2,,2,,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,4,3,77,1,1,3,,1,3,2,1,2,1,1,0.848501801,1165.479614,0,1,0,,2,2,6,0,0,0,0,0,1,0,0,3,0,0,1,0,24,,24,1,1,0,0,0,0,0,1,0,1,2,1370.634644,1370.634644,685.3173218,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,11610,17415,1,46440,0,0,42400,192,0,1,1,0,1,4,1.333333373,1,0,0,1,0,,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,1,0,1,,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,1,0,0,11634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,24,576,1,,1,1,0,0,0,0,0,,41.48656082,24,576,0,0,0,0,0,0,0,0,9,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
